maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
citroen,berlingo,200000.0,2004.0,1360.0,55.0,van,silver,2017.0,man,4.0,5.0,gasoline,2016-01-12 02:47:43.665969+00,2016-07-03 17:02:41.633836+00,1490.0
suzuki,swift,103000.0,2007.0,1328.0,68.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-12 02:47:45.147095+00,2016-01-20 00:44:07.136696+00,4444.0
opel,meriva,105900.0,2008.0,1686.0,74.0,van,silver,2017.0,man,4.0,5.0,diesel,2016-01-12 02:47:45.752648+00,2016-07-03 17:02:45.272936+00,4990.0
skoda,fabia,46000.0,2011.0,1390.0,63.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-12 02:47:47.098006+00,2016-01-20 00:44:08.984176+00,6360.0
skoda,fabia,34500.0,2014.0,1198.0,44.0,compact,black,2017.0,man,4.0,5.0,gasoline,2016-01-12 02:47:47.150968+00,2016-01-20 00:44:09.067526+00,7360.0
ford,fiesta,69136.0,2006.0,1388.0,59.0,compact,silver,2018.0,auto,3.0,5.0,gasoline,2016-01-12 02:47:49.930858+00,2016-01-20 00:44:11.595889+00,5950.0
ford,ka,91322.0,2010.0,1242.0,51.0,compact,blue,2017.0,man,2.0,4.0,gasoline,2016-01-12 02:47:51.556632+00,2016-01-20 00:44:12.73148+00,4685.0
ford,ka,91322.0,2010.0,1242.0,51.0,compact,blue,2017.0,man,2.0,4.0,gasoline,2016-01-12 02:47:53.560307+00,2016-01-20 00:44:19.129987+00,4685.0
honda,jazz,105000.0,2002.0,1339.0,61.0,compact,red,2017.0,auto,4.0,5.0,gasoline,2016-01-12 03:06:11.013097+00,2016-01-20 00:44:41.300426+00,3390.0
audi,r8,59950.0,2008.0,4163.0,309.0,coupe,black,2016.0,auto,2.0,2.0,gasoline,2016-01-12 03:24:51.083962+00,2016-07-03 16:57:57.575916+00,59500.0
audi,a4,95559.0,2007.0,1984.0,147.0,convertible,black,2016.0,auto,2.0,4.0,gasoline,2016-01-12 03:24:53.005348+00,2016-07-03 18:52:05.910738+00,16900.0
mercedes-benz,vito,103000.0,2011.0,2143.0,70.0,van,white,2018.0,man,4.0,2.0,diesel,2016-01-12 03:27:43.570794+00,2016-01-20 00:45:23.230647+00,10450.0
mini,one,85000.0,2011.0,1598.0,55.0,compact,black,2017.0,man,2.0,4.0,gasoline,2016-01-12 03:27:43.818635+00,2016-01-20 00:45:23.685728+00,8950.0
porsche,911,108864.0,2007.0,3824.0,280.0,coupe,black,2018.0,auto,2.0,4.0,gasoline,2016-01-12 03:27:47.047281+00,2016-07-03 18:52:06.203135+00,36999.0
ford,fusion,76455.0,2007.0,1596.0,74.0,compact,silver,2017.0,auto,4.0,5.0,gasoline,2016-01-12 03:27:47.486129+00,2016-07-03 16:57:41.551844+00,5999.0
suzuki,swift,7.0,2015.0,1242.0,69.0,compact,grey,2018.0,man,4.0,5.0,gasoline,2016-01-12 03:27:47.506069+00,2016-07-03 17:05:29.293275+00,10799.0
opel,corsa,5564.0,2014.0,1229.0,51.0,compact,white,2017.0,man,4.0,5.0,gasoline,2016-01-12 03:27:47.990939+00,2016-07-03 16:57:41.560531+00,8490.0
chevrolet,matiz,51150.0,2008.0,995.0,49.0,compact,black,2017.0,man,4.0,5.0,gasoline,2016-01-12 03:27:50.754239+00,2016-07-03 16:57:43.508923+00,2950.0
seat,ibiza,825.0,2014.0,1390.0,63.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-12 03:27:53.979505+00,2016-01-20 00:45:33.010672+00,9990.0
suzuki,swift,71200.0,2010.0,1248.0,55.0,compact,silver,2018.0,man,4.0,5.0,diesel,2016-01-12 03:27:53.999493+00,2016-01-20 00:45:33.095958+00,5390.0
hyundai,i10,56000.0,2008.0,1086.0,49.0,compact,blue,2017.0,man,4.0,5.0,gasoline,2016-01-12 03:27:54.699902+00,2016-01-20 00:45:33.73367+00,4490.0
skoda,roomster,125000.0,2007.0,1390.0,63.0,van,beige,2016.0,man,4.0,5.0,gasoline,2016-01-12 03:27:57.766055+00,2016-07-03 18:39:27.661666+00,4950.0
suzuki,carry,167000.0,2002.0,1298.0,58.0,van,white,2016.0,man,4.0,2.0,gasoline,2016-01-12 03:27:58.726424+00,2016-01-20 00:45:39.616424+00,2950.0
opel,zafira,107000.0,2008.0,1910.0,110.0,van,grey,2017.0,man,4.0,7.0,diesel,2016-01-12 03:28:02.797525+00,2016-01-20 00:45:45.210937+00,6950.0
mitsubishi,space,3000.0,2015.0,999.0,52.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-12 03:28:21.336361+00,2016-01-20 00:45:50.881166+00,9090.0
honda,jazz,119000.0,2002.0,1339.0,61.0,compact,blue,2017.0,auto,4.0,5.0,gasoline,2016-01-12 04:48:52.355961+00,2016-07-03 17:01:51.043585+00,3450.0
ford,s-max,198980.0,2011.0,1560.0,85.0,van,blue,2016.0,man,4.0,7.0,diesel,2016-01-12 04:51:05.770617+00,2016-01-20 01:09:26.263051+00,10948.0
mini,one,114900.0,2003.0,1598.0,66.0,compact,silver,2016.0,man,2.0,4.0,gasoline,2016-01-12 05:01:52.857946+00,2016-01-20 01:09:37.064922+00,4300.0
toyota,yaris,93000.0,2001.0,1497.0,78.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-12 05:15:54.629627+00,2016-07-03 16:58:47.995845+00,2750.0
seat,ibiza,217000.0,2004.0,1390.0,55.0,compact,silver,2017.0,man,2.0,5.0,gasoline,2016-01-12 05:51:24.835815+00,2016-07-03 16:58:48.755237+00,1600.0
citroen,c3,81815.0,2005.0,1360.0,54.0,compact,beige,2016.0,man,5.0,5.0,gasoline,2016-01-12 05:55:40.730657+00,2016-01-20 01:15:07.10606+00,3850.0
seat,ibiza,150000.0,2010.0,1390.0,63.0,van,grey,2017.0,man,2.0,5.0,gasoline,2016-01-12 07:16:17.835763+00,2016-01-20 01:18:51.843282+00,8250.0
seat,ibiza,70000.0,2011.0,1390.0,63.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-12 07:16:47.221316+00,2016-07-03 17:02:13.656287+00,8000.0
chevrolet,orlando,55000.0,2012.0,1998.0,120.0,van,silver,2017.0,man,4.0,7.0,diesel,2016-01-12 07:16:48.477044+00,2016-07-03 17:02:15.697673+00,11850.0
mercedes-benz,viano,97500.0,2007.0,2143.0,110.0,van,black,2017.0,man,4.0,5.0,diesel,2016-01-12 07:16:48.55739+00,2016-07-03 18:44:38.823296+00,12250.0
ford,c-max,158856.0,2004.0,1798.0,88.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-12 07:17:43.071786+00,2016-07-03 17:02:24.656589+00,4450.0
bmw,x5,79000.0,2006.0,2993.0,160.0,other,black,2017.0,auto,4.0,5.0,diesel,2016-01-12 10:25:58.669592+00,2016-01-20 01:40:59.315573+00,19000.0
opel,corsa,99000.0,2006.0,1229.0,59.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-12 10:25:58.865877+00,2016-07-03 17:01:47.818296+00,3200.0
kia,picanto,87698.0,2006.0,1086.0,48.0,compact,gold,2018.0,man,4.0,5.0,gasoline,2016-01-12 10:26:03.861171+00,2016-07-03 18:43:51.458022+00,2500.0
ford,galaxy,290000.0,1998.0,1896.0,85.0,van,red,2017.0,man,4.0,7.0,diesel,2016-01-12 10:26:04.105336+00,2016-07-03 17:01:43.521331+00,1600.0
ford,transit,327929.0,2003.0,1998.0,92.0,van,white,2016.0,man,4.0,9.0,diesel,2016-01-12 13:39:46.11936+00,2016-01-20 01:49:26.364327+00,2470.0
fiat,punto,116153.0,2005.0,1242.0,44.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-12 13:39:47.429057+00,2016-07-03 16:55:48.607603+00,3970.0
bmw,x6,42654.0,2008.0,2993.0,210.0,other,grey,2018.0,auto,4.0,4.0,diesel,2016-01-12 13:39:48.191231+00,2016-01-20 01:49:31.763177+00,34970.0
seat,ibiza,80000.0,2006.0,1390.0,55.0,compact,silver,2017.0,auto,2.0,5.0,gasoline,2016-01-12 13:39:53.849107+00,2016-01-20 01:49:45.770013+00,4990.0
opel,astra,254920.0,1999.0,1598.0,55.0,compact,red,2016.0,man,4.0,5.0,gasoline,2016-01-12 17:49:17.909059+00,2016-07-03 17:03:08.03905+00,750.0
opel,astra,198500.0,1998.0,1796.0,85.0,compact,red,2017.0,man,2.0,5.0,gasoline,2016-01-12 18:45:44.980067+00,2016-01-20 02:30:07.177178+00,900.0
smart,fortwo,73000.0,2010.0,999.0,45.0,coupe,silver,2017.0,auto,2.0,2.0,gasoline,2016-01-12 19:22:19.804034+00,2016-01-20 02:32:17.243785+00,3950.0
opel,astra,158500.0,2001.0,1598.0,74.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-12 19:23:03.068553+00,2016-01-20 03:02:30.269515+00,2750.0
audi,a7,52000.0,2011.0,2773.0,150.0,coupe,brown,2016.0,auto,5.0,4.0,gasoline,2016-01-12 19:23:12.870374+00,2016-01-20 03:02:50.225645+00,27990.0
seat,ibiza,50825.0,2009.0,1390.0,63.0,van,white,2017.0,man,4.0,5.0,gasoline,2016-01-12 20:57:37.569864+00,2016-07-03 18:42:03.315795+00,7290.0
seat,leon,275000.0,2004.0,1598.0,77.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-12 20:57:44.741511+00,2016-01-20 03:06:53.470771+00,3000.0
seat,leon,35000.0,2006.0,1197.0,77.0,van,white,2017.0,man,4.0,5.0,gasoline,2016-01-12 20:57:48.784241+00,2016-07-03 17:00:48.860249+00,6690.0
citroen,c1,101000.0,2006.0,998.0,50.0,compact,grey,2016.0,man,2.0,4.0,gasoline,2016-01-12 20:57:49.034126+00,2016-01-20 03:07:15.645348+00,3000.0
citroen,berlingo,97000.0,2008.0,1560.0,66.0,transporter,red,2017.0,man,4.0,2.0,diesel,2016-01-12 21:26:56.555387+00,2016-01-20 03:10:14.427217+00,5000.0
fiat,punto,187200.0,2001.0,1242.0,44.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-12 22:31:49.071125+00,2016-01-20 03:13:50.894531+00,1450.0
fiat,punto,117000.0,2007.0,1368.0,70.0,van,grey,2016.0,man,2.0,4.0,gasoline,2016-01-12 22:31:57.911913+00,2016-01-20 03:14:09.624495+00,4100.0
opel,corsa,126500.0,2007.0,1364.0,66.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-12 22:51:58.244309+00,2016-01-20 03:35:11.583168+00,6950.0
toyota,aygo,28500.0,2007.0,998.0,50.0,compact,grey,2016.0,man,4.0,4.0,gasoline,2016-01-12 22:53:50.470482+00,2016-01-20 03:35:31.63784+00,5300.0
opel,astra,66666.0,2010.0,1598.0,132.0,van,black,2016.0,man,4.0,5.0,gasoline,2016-01-12 22:53:55.088058+00,2016-01-20 03:35:36.339536+00,12999.0
ford,galaxy,157000.0,2003.0,2295.0,103.0,van,silver,2016.0,man,4.0,5.0,gasoline,2016-01-12 22:54:01.588424+00,2016-01-20 03:35:45.091522+00,2390.0
citroen,c2,93500.0,2005.0,1360.0,54.0,other,green,2018.0,man,3.0,4.0,gasoline,2016-01-13 00:27:33.707201+00,2016-01-20 03:38:40.265821+00,4490.0
opel,adam,1.0,2016.0,1398.0,74.0,other,red,2018.0,man,3.0,5.0,gasoline,2016-01-13 00:27:40.478556+00,2016-07-03 18:42:00.29963+00,17350.0
kia,rio,95159.0,2006.0,1599.0,82.0,compact,black,2016.0,man,5.0,5.0,gasoline,2016-01-13 00:27:53.603357+00,2016-01-20 03:38:58.942568+00,4950.0
audi,a3,188000.0,2005.0,1595.0,75.0,compact,grey,2016.0,man,2.0,5.0,gasoline,2016-01-13 00:27:56.425247+00,2016-01-20 03:39:02.917805+00,7350.0
opel,vectra,239000.0,2002.0,3175.0,155.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-13 00:28:24.073197+00,2016-01-20 03:39:16.451278+00,3000.0
opel,zafira,148993.0,2000.0,1796.0,85.0,van,grey,2017.0,man,4.0,7.0,gasoline,2016-01-13 01:28:27.859993+00,2016-07-03 17:03:04.762656+00,1990.0
mercedes-benz,vito,310000.0,2012.0,2143.0,70.0,van,white,2016.0,man,4.0,2.0,diesel,2016-01-13 01:28:28.102668+00,2016-01-20 03:41:29.580692+00,8925.0
chevrolet,matiz,120000.0,2005.0,995.0,49.0,compact,orange,2018.0,man,4.0,5.0,gasoline,2016-01-13 01:28:28.602757+00,2016-01-20 03:41:29.876892+00,1998.0
ford,fusion,33000.0,2011.0,1388.0,59.0,compact,silver,2018.0,man,4.0,5.0,gasoline,2016-01-13 01:28:29.621399+00,2016-01-20 03:41:31.267315+00,8250.0
opel,vivaro,44000.0,2007.0,1995.0,84.0,van,black,2016.0,man,4.0,6.0,diesel,2016-01-13 01:28:44.388397+00,2016-07-03 17:02:56.631597+00,16990.0
mercedes-benz,vito,38000.0,1999.0,2148.0,60.0,van,grey,2016.0,man,4.0,2.0,diesel,2016-01-13 02:02:39.413409+00,2016-07-03 17:08:00.343482+00,3999.0
citroen,jumper,20000.0,2015.0,2198.0,96.0,van,white,2017.0,man,4.0,3.0,diesel,2016-01-13 02:02:40.003414+00,2016-07-03 17:02:19.902083+00,18800.0
citroen,c1,88373.0,2007.0,998.0,50.0,compact,black,2016.0,man,2.0,4.0,gasoline,2016-01-13 03:39:40.054412+00,2016-01-20 04:07:42.418271+00,3990.0
ford,fiesta,54000.0,2006.0,1596.0,74.0,compact,black,2018.0,man,2.0,5.0,gasoline,2016-01-13 03:39:42.212762+00,2016-07-03 18:41:22.779912+00,4990.0
opel,meriva,68400.0,2005.0,1598.0,74.0,van,black,2018.0,man,4.0,5.0,gasoline,2016-01-13 03:39:42.72445+00,2016-01-20 04:07:45.007316+00,4990.0
opel,corsa,44800.0,2012.0,1229.0,63.0,compact,silver,2018.0,man,4.0,5.0,gasoline,2016-01-13 03:39:54.81868+00,2016-01-20 04:07:45.88134+00,6990.0
toyota,iq,39100.0,2013.0,1329.0,72.0,compact,white,2018.0,man,2.0,4.0,gasoline,2016-01-13 03:55:18.469641+00,2016-01-20 04:08:10.734867+00,10790.0
skoda,fabia,5550.0,2015.0,999.0,44.0,compact,grey,2018.0,man,4.0,5.0,gasoline,2016-01-13 03:55:19.386302+00,2016-01-20 04:08:11.288098+00,10490.0
skoda,fabia,13720.0,2014.0,1197.0,66.0,compact,yellow,2018.0,man,4.0,5.0,gasoline,2016-01-13 03:55:19.78306+00,2016-01-20 04:08:11.390426+00,12700.0
toyota,aygo,82000.0,2007.0,998.0,50.0,compact,blue,2017.0,man,4.0,4.0,gasoline,2016-01-13 09:11:01.850216+00,2016-01-20 04:41:16.820581+00,4300.0
seat,arosa,142000.0,2001.0,999.0,37.0,compact,blue,2017.0,man,2.0,4.0,gasoline,2016-01-13 09:11:02.256953+00,2016-01-20 04:41:15.492675+00,1300.0
opel,combo,148000.0,2006.0,1364.0,66.0,van,white,2016.0,man,2.0,2.0,gasoline,2016-01-13 09:11:02.428717+00,2016-01-20 04:41:15.587819+00,2900.0
rover,streetwise,89000.0,2004.0,1396.0,76.0,compact,blue,2016.0,man,4.0,4.0,gasoline,2016-01-13 09:11:02.706757+00,2016-01-20 04:41:15.690488+00,2500.0
ford,transit,112000.0,2011.0,2198.0,85.0,van,white,2017.0,man,4.0,3.0,diesel,2016-01-13 10:32:21.146862+00,2016-07-03 17:07:52.735474+00,8900.0
kia,picanto,44000.0,2008.0,1086.0,48.0,compact,black,2017.0,auto,4.0,5.0,gasoline,2016-01-13 10:32:37.366336+00,2016-01-20 04:51:45.991393+00,6200.0
toyota,yaris,2000.0,2016.0,1497.0,55.0,compact,blue,2019.0,auto,5.0,5.0,gasoline,2016-01-13 12:42:21.807673+00,2016-01-20 05:13:13.583295+00,19690.0
fiat,500,118693.0,2007.0,1368.0,74.0,compact,red,2018.0,man,2.0,4.0,gasoline,2016-01-13 12:53:14.837012+00,2016-01-20 05:13:27.557392+00,5990.0
mitsubishi,space,79115.0,2003.0,1584.0,72.0,van,silver,2016.0,man,5.0,5.0,gasoline,2016-01-13 14:43:41.815035+00,2016-01-20 05:15:16.777657+00,2100.0
citroen,berlingo,76000.0,2007.0,1868.0,51.0,transporter,white,2016.0,man,3.0,2.0,diesel,2016-01-13 15:24:49.021366+00,2016-01-20 05:19:56.517701+00,1600.0
kia,picanto,98000.0,2005.0,1086.0,48.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-13 15:25:02.641928+00,2016-07-03 17:02:55.424581+00,2450.0
seat,ibiza,89500.0,2009.0,1390.0,63.0,van,green,2016.0,man,2.0,5.0,gasoline,2016-01-13 15:29:08.485283+00,2016-01-20 05:20:19.395486+00,10950.0
citroen,c2,141900.0,2009.0,1398.0,50.0,compact,grey,2016.0,man,2.0,4.0,diesel,2016-01-13 17:17:33.875031+00,2016-07-03 18:45:04.931682+00,3990.0
ford,fiesta,122696.0,2007.0,1399.0,50.0,compact,white,2017.0,auto,4.0,5.0,diesel,2016-01-13 17:17:35.528632+00,2016-07-03 17:02:56.335024+00,3980.0
hyundai,getz,121536.0,2004.0,1341.0,60.0,compact,black,2017.0,man,4.0,5.0,gasoline,2016-01-13 17:17:37.31213+00,2016-07-03 17:02:56.535744+00,2300.0
opel,astra,87900.0,2007.0,1910.0,110.0,convertible,silver,2016.0,man,2.0,4.0,diesel,2016-01-13 17:17:40.298099+00,2016-01-20 05:40:56.979881+00,8900.0
opel,astra,256000.0,2006.0,1910.0,74.0,van,blue,2016.0,man,4.0,5.0,diesel,2016-01-13 17:17:53.664818+00,2016-07-03 17:03:23.70118+00,2800.0
smart,fortwo,88800.0,2007.0,999.0,52.0,coupe,black,2017.0,man,2.0,2.0,gasoline,2016-01-13 17:17:54.195254+00,2016-01-20 05:41:44.871108+00,3590.0
mazda,mx-5,126300.0,1999.0,1597.0,81.0,convertible,green,2016.0,man,2.0,2.0,gasoline,2016-01-13 17:17:55.152069+00,2016-07-03 17:03:23.99788+00,3300.0
opel,astra,192000.0,2001.0,1796.0,85.0,coupe,silver,2016.0,man,2.0,5.0,gasoline,2016-01-13 17:17:57.353889+00,2016-01-20 05:41:48.780774+00,1800.0
mazda,rx-8,59000.0,2005.0,1308.0,141.0,coupe,blue,2017.0,man,4.0,4.0,gasoline,2016-01-13 17:17:58.22514+00,2016-07-03 18:45:14.400579+00,12500.0
ford,fiesta,3250.0,2015.0,1498.0,55.0,compact,red,2018.0,man,4.0,5.0,diesel,2016-01-13 17:17:58.737275+00,2016-01-20 05:41:50.520409+00,12890.0
citroen,jumper,166523.0,2005.0,1997.0,62.0,van,white,2018.0,man,4.0,3.0,diesel,2016-01-13 17:51:46.059836+00,2016-01-20 05:42:30.609698+00,4890.0
fiat,punto,160000.0,1995.0,1581.0,65.0,convertible,blue,2016.0,man,2.0,4.0,gasoline,2016-01-13 17:51:49.032552+00,2016-01-20 05:42:38.425908+00,3000.0
citroen,xsara,157000.0,1998.0,1761.0,66.0,coupe,gold,2016.0,man,3.0,5.0,gasoline,2016-01-13 17:52:01.45262+00,2016-07-03 17:06:13.338503+00,999.0
hyundai,getz,34800.0,2009.0,1086.0,49.0,compact,black,2016.0,man,4.0,5.0,gasoline,2016-01-13 18:15:16.995936+00,2016-01-20 05:43:57.721088+00,1500.0
ford,fiesta,222000.0,2005.0,1388.0,59.0,compact,grey,2018.0,man,4.0,5.0,gasoline,2016-01-13 18:15:32.787796+00,2016-01-20 05:44:38.692272+00,2290.0
honda,jazz,67670.0,2010.0,1339.0,73.0,compact,silver,2016.0,auto,4.0,5.0,gasoline,2016-01-13 18:15:33.355881+00,2016-01-20 05:44:39.318529+00,6990.0
honda,jazz,67670.0,2010.0,1339.0,73.0,compact,silver,2016.0,auto,4.0,5.0,gasoline,2016-01-13 18:15:33.674068+00,2016-01-20 05:44:39.601168+00,6990.0
ford,fiesta,82000.0,2011.0,1242.0,44.0,compact,grey,2017.0,man,4.0,5.0,gasoline,2016-01-13 18:15:41.945146+00,2016-07-03 17:01:29.529725+00,7250.0
toyota,supra,14800.0,1991.0,2954.0,175.0,coupe,black,2018.0,man,2.0,4.0,gasoline,2016-01-13 18:15:47.426933+00,2016-01-20 05:45:09.340431+00,11990.0
chrysler,stratus,150000.0,1996.0,2497.0,120.0,convertible,black,2018.0,auto,2.0,4.0,gasoline,2016-01-13 18:38:48.291742+00,2016-07-03 18:41:25.289455+00,2750.0
toyota,avensis,121600.0,2012.0,1998.0,91.0,other,black,2017.0,man,5.0,5.0,diesel,2016-01-13 18:38:54.937476+00,2016-01-20 05:48:12.508607+00,13490.0
bmw,z4,28900.0,2010.0,2497.0,150.0,convertible,brown,2017.0,auto,2.0,2.0,gasoline,2016-01-13 18:39:01.600716+00,2016-07-03 18:46:09.742684+00,25999.0
seat,ibiza,198500.0,2006.0,1896.0,74.0,other,black,2016.0,man,3.0,5.0,diesel,2016-01-13 18:39:47.518024+00,2016-01-20 05:48:31.041356+00,4000.0
audi,coupe,113658.0,2006.0,1984.0,147.0,coupe,red,2018.0,man,2.0,4.0,gasoline,2016-01-13 18:39:48.955656+00,2016-01-20 05:48:35.243254+00,11900.0
ford,c-max,112800.0,2004.0,1997.0,100.0,compact,black,2017.0,man,5.0,5.0,diesel,2016-01-13 18:39:51.696362+00,2016-01-20 05:48:40.28849+00,4499.0
nissan,almera-tino,150000.0,2001.0,1769.0,84.0,van,blue,2016.0,man,5.0,5.0,gasoline,2016-01-13 18:39:56.146698+00,2016-07-03 17:00:11.531898+00,950.0
kia,carens,10.0,2015.0,1591.0,99.0,van,black,2018.0,man,5.0,7.0,gasoline,2016-01-13 19:03:58.914401+00,2016-01-20 05:49:56.551088+00,18450.0
ford,galaxy,240000.0,2004.0,2792.0,150.0,van,black,2017.0,auto,5.0,7.0,gasoline,2016-01-13 19:03:59.553695+00,2016-01-20 05:49:57.614347+00,3999.0
fiat,punto,171000.0,2005.0,1368.0,70.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-13 19:04:02.601039+00,2016-01-20 05:50:01.354848+00,3000.0
skoda,fabia,26000.0,2014.0,1198.0,44.0,compact,white,2018.0,man,4.0,5.0,gasoline,2016-01-13 20:39:54.954623+00,2016-07-03 16:59:10.620815+00,7990.0
toyota,starlet,151432.0,1998.0,1332.0,55.0,compact,grey,2016.0,man,3.0,5.0,gasoline,2016-01-13 22:06:05.271851+00,2016-07-03 18:42:03.263323+00,995.0
bmw,z4,148000.0,2003.0,2979.0,170.0,convertible,black,2017.0,man,2.0,2.0,gasoline,2016-01-13 22:23:13.203542+00,2016-01-20 06:13:29.798159+00,9999.0
opel,astra,116000.0,2003.0,2198.0,108.0,convertible,blue,2016.0,man,2.0,4.0,gasoline,2016-01-13 22:32:22.102769+00,2016-01-20 06:13:36.286826+00,3200.0
fiat,grande-punto,121488.0,2008.0,1368.0,57.0,compact,grey,2017.0,man,2.0,5.0,gasoline,2016-01-14 09:24:28.752029+00,2016-07-03 17:02:56.757052+00,3950.0
fiat,doblo,20478.0,2012.0,1368.0,70.0,van,black,2017.0,man,4.0,5.0,gasoline,2016-01-14 09:24:28.844754+00,2016-07-03 17:08:06.493129+00,10450.0
opel,astra,73507.0,2010.0,1364.0,66.0,coupe,silver,2017.0,man,2.0,5.0,gasoline,2016-01-14 09:24:29.004624+00,2016-07-03 17:02:56.774235+00,7650.0
ford,c-max,77696.0,2009.0,1596.0,74.0,van,silver,2016.0,man,4.0,5.0,gasoline,2016-01-14 09:24:29.534213+00,2016-07-03 17:02:55.0174+00,7950.0
hyundai,coupe,71065.0,2007.0,1975.0,105.0,coupe,black,2016.0,auto,2.0,4.0,gasoline,2016-01-14 09:24:30.353864+00,2016-07-03 17:08:06.516453+00,8450.0
hyundai,coupe,167907.0,2005.0,1975.0,105.0,coupe,black,2016.0,man,2.0,4.0,gasoline,2016-01-14 09:24:30.802363+00,2016-07-03 16:57:09.728942+00,3950.0
ford,c-max,94593.0,2007.0,1596.0,74.0,van,green,2017.0,man,4.0,5.0,gasoline,2016-01-14 09:24:31.289592+00,2016-07-03 17:02:56.720498+00,6650.0
fiat,doblo,90510.0,2008.0,1910.0,88.0,van,silver,2017.0,man,4.0,5.0,diesel,2016-01-14 09:24:31.395448+00,2016-07-03 17:00:15.068349+00,6950.0
opel,zafira,66165.0,2008.0,1598.0,85.0,van,black,2016.0,man,4.0,7.0,gasoline,2016-01-14 09:25:10.413088+00,2016-07-03 17:08:06.522318+00,8650.0
opel,tigra,71890.0,2006.0,1796.0,92.0,convertible,silver,2017.0,man,2.0,2.0,gasoline,2016-01-14 09:25:10.893625+00,2016-07-03 17:00:20.531477+00,6650.0
audi,a3,86876.0,2008.0,1798.0,118.0,convertible,black,2017.0,man,2.0,4.0,gasoline,2016-01-14 09:25:11.080873+00,2016-07-03 17:00:15.103647+00,12650.0
chrysler,grand-voyager,135000.0,2008.0,2777.0,120.0,van,black,2017.0,auto,4.0,7.0,diesel,2016-01-14 12:09:33.461679+00,2016-01-20 06:20:28.278589+00,11950.0
opel,corsa,53814.0,1996.0,1389.0,44.0,compact,green,2018.0,man,5.0,5.0,gasoline,2016-01-14 12:09:35.801146+00,2016-01-20 06:20:30.436031+00,1750.0
ford,s-max,298000.0,2007.0,1997.0,103.0,van,black,2016.0,man,5.0,5.0,diesel,2016-01-14 20:27:31.707021+00,2016-07-03 18:48:34.238708+00,4500.0
opel,zafira,144500.0,2008.0,1910.0,110.0,van,black,2017.0,man,4.0,7.0,diesel,2016-01-15 01:48:42.382922+00,2016-07-03 17:00:19.891901+00,6890.0
citroen,berlingo,71000.0,2006.0,1360.0,55.0,van,silver,2018.0,man,4.0,5.0,gasoline,2016-01-15 01:48:45.363701+00,2016-07-03 17:00:20.023062+00,4750.0
opel,zafira,179808.0,2000.0,1598.0,74.0,van,green,2016.0,man,4.0,7.0,gasoline,2016-01-15 01:52:29.643162+00,2016-07-03 18:41:48.899864+00,999.0
ford,galaxy,176000.0,1996.0,1998.0,85.0,van,grey,2017.0,man,4.0,6.0,gasoline,2016-01-15 01:52:32.948883+00,2016-01-20 07:07:43.515418+00,1490.0
opel,zafira,109000.0,2009.0,1910.0,88.0,van,black,2018.0,man,4.0,7.0,diesel,2016-01-15 01:52:33.242793+00,2016-01-20 07:07:44.016284+00,7950.0
fiat,500,167000.0,2009.0,1242.0,51.0,compact,red,2016.0,man,2.0,4.0,gasoline,2016-01-15 01:52:33.70083+00,2016-07-03 17:00:25.207+00,3900.0
opel,agila,174127.0,2008.0,996.0,48.0,compact,blue,2018.0,man,4.0,5.0,gasoline,2016-01-15 01:52:36.114551+00,2016-07-03 17:06:01.153236+00,3450.0
citroen,berlingo,180454.0,2007.0,1560.0,66.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-15 01:52:36.549676+00,2016-07-03 17:00:25.221641+00,4350.0
fiat,punto-evo,172886.0,2011.0,1248.0,55.0,compact,white,2016.0,man,2.0,5.0,diesel,2016-01-15 01:52:36.711189+00,2016-07-03 17:06:01.171032+00,4950.0
fiat,500,3024.0,2014.0,1242.0,51.0,convertible,black,2017.0,man,2.0,4.0,gasoline,2016-01-15 01:52:56.424632+00,2016-07-03 17:00:25.342161+00,11950.0
opel,corsa,125365.0,2008.0,1229.0,59.0,compact,grey,2018.0,man,2.0,5.0,gasoline,2016-01-15 18:11:25.444142+00,2016-01-20 08:17:48.334539+00,3299.0
ford,fiesta,213000.0,1998.0,1299.0,44.0,compact,blue,2018.0,man,4.0,5.0,gasoline,2016-01-15 18:11:29.788334+00,2016-01-20 08:18:01.846613+00,990.0
