maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
citroen,c4,97840.0,2006.0,1560.0,80.0,coupe,silver,2017.0,man,3.0,5.0,diesel,2016-01-23 19:38:14.881186+00,2016-01-27 19:19:19.460158+00,3000.0
mini,cooper-s,49000.0,2013.0,1598.0,135.0,coupe,white,2017.0,man,2.0,4.0,gasoline,2016-01-23 19:39:43.561374+00,2016-01-27 16:47:27.419445+00,25750.0
opel,astra,151503.0,2007.0,1364.0,66.0,compact,grey,2017.0,man,4.0,5.0,gasoline,2016-01-23 19:39:45.779641+00,2016-01-27 16:48:13.396748+00,5400.0
opel,corsa,98000.0,2008.0,1229.0,59.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-23 20:29:13.198581+00,2016-01-27 19:06:21.783229+00,5590.0
smart,fortwo,11400.0,2009.0,999.0,45.0,coupe,black,2016.0,man,2.0,2.0,gasoline,2016-01-23 20:29:15.248941+00,2016-01-27 19:07:05.991721+00,6800.0
smart,fortwo,70000.0,2008.0,999.0,62.0,convertible,white,2017.0,auto,2.0,2.0,gasoline,2016-01-23 20:29:16.151477+00,2016-01-27 19:08:00.798085+00,6500.0
opel,zafira,195000.0,2005.0,1995.0,74.0,van,grey,2017.0,man,5.0,7.0,diesel,2016-01-23 20:29:22.513608+00,2016-07-03 16:56:10.402673+00,3000.0
suzuki,alto,72822.0,2002.0,1061.0,46.0,compact,red,2017.0,man,5.0,4.0,gasoline,2016-01-23 20:29:26.524164+00,2016-07-03 16:56:09.489111+00,1450.0
ford,transit,202232.0,2006.0,1998.0,63.0,transporter,red,2016.0,man,4.0,6.0,diesel,2016-01-23 20:29:27.461908+00,2016-01-27 19:11:44.914381+00,3490.0
seat,arosa,271862.0,2003.0,1422.0,55.0,compact,red,2017.0,man,2.0,4.0,diesel,2016-01-23 20:29:28.465623+00,2016-01-27 19:12:22.417688+00,1800.0
mercedes-benz,viano,166500.0,2004.0,2148.0,110.0,van,silver,2016.0,auto,5.0,7.0,diesel,2016-01-23 20:29:29.590445+00,2016-07-03 17:08:47.193548+00,19890.0
fiat,punto,179000.0,2003.0,1242.0,44.0,compact,grey,2017.0,man,5.0,5.0,gasoline,2016-01-23 20:29:31.219297+00,2016-01-27 19:12:53.269271+00,850.0
porsche,911,154000.0,2005.0,3824.0,261.0,coupe,grey,2016.0,man,2.0,4.0,gasoline,2016-01-23 20:29:33.176153+00,2016-01-27 19:13:55.00231+00,37500.0
kia,picanto,78000.0,2011.0,998.0,51.0,van,white,2017.0,man,4.0,5.0,gasoline,2016-01-23 20:29:34.537789+00,2016-07-03 16:56:11.498927+00,6000.0
citroen,c5,40000.0,2004.0,1749.0,85.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-23 20:29:35.304443+00,2016-01-27 19:14:59.019296+00,4650.0
seat,altea,220868.0,2010.0,1598.0,77.0,van,grey,2016.0,man,4.0,5.0,diesel,2016-01-23 20:29:40.108015+00,2016-01-27 19:16:02.023486+00,7800.0
nissan,micra,125000.0,2000.0,998.0,40.0,compact,grey,2016.0,man,2.0,5.0,gasoline,2016-01-23 20:29:40.375932+00,2016-01-27 19:16:04.682415+00,1000.0
ford,streetka,172000.0,2004.0,1599.0,70.0,convertible,black,2017.0,man,2.0,2.0,gasoline,2016-01-23 20:29:41.204338+00,2016-01-27 19:16:10.751183+00,2850.0
seat,ibiza,164965.0,2002.0,1390.0,55.0,compact,silver,2017.0,man,3.0,5.0,gasoline,2016-01-23 20:29:41.845385+00,2016-01-27 19:16:14.811405+00,1950.0
lancia,y,197802.0,1999.0,1242.0,44.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-23 20:31:18.070769+00,2016-01-27 19:19:18.016532+00,1000.0
honda,civic,220000.0,2001.0,1396.0,66.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-23 21:27:20.991827+00,2016-01-27 20:31:08.962247+00,1750.0
citroen,xsara-picasso,145000.0,2005.0,1997.0,100.0,van,blue,2016.0,auto,5.0,5.0,gasoline,2016-01-23 21:27:21.375794+00,2016-01-27 20:31:18.701408+00,3000.0
citroen,c8,118100.0,2011.0,2179.0,125.0,van,grey,2018.0,man,4.0,7.0,diesel,2016-01-23 21:27:23.466842+00,2016-01-27 20:31:27.577524+00,14500.0
citroen,saxo,160000.0,2000.0,1587.0,87.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-23 21:27:25.445334+00,2016-01-27 20:31:39.720459+00,1950.0
kia,carnival,162600.0,2005.0,2902.0,106.0,van,green,2017.0,man,5.0,7.0,diesel,2016-01-23 21:27:27.382363+00,2016-01-27 20:31:56.45697+00,2600.0
toyota,celica,280000.0,1996.0,1762.0,85.0,coupe,red,2016.0,man,2.0,4.0,gasoline,2016-01-23 21:27:33.0231+00,2016-01-27 20:32:21.703999+00,2100.0
ford,fusion,98000.0,2007.0,1596.0,74.0,van,silver,2016.0,auto,5.0,5.0,gasoline,2016-01-23 21:27:35.008835+00,2016-01-27 20:32:30.437364+00,5800.0
opel,corsa,142130.0,1999.0,973.0,40.0,compact,white,2016.0,man,3.0,5.0,gasoline,2016-01-23 21:27:37.197172+00,2016-07-03 17:02:48.988271+00,750.0
opel,astra,103200.0,1997.0,1598.0,55.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-23 21:27:38.870705+00,2016-01-27 20:32:58.700674+00,1250.0
citroen,c3,79000.0,2003.0,1360.0,54.0,convertible,black,2016.0,man,2.0,4.0,gasoline,2016-01-23 21:27:38.924754+00,2016-01-27 20:33:00.427769+00,2880.0
mazda,2,156000.0,2006.0,1998.0,105.0,van,grey,2017.0,man,5.0,7.0,diesel,2016-01-23 21:27:50.755537+00,2016-01-27 20:33:37.167756+00,6500.0
kia,sorento,147800.0,2009.0,2359.0,128.0,van,grey,2017.0,auto,4.0,5.0,gasoline,2016-01-23 21:27:50.809037+00,2016-01-27 20:33:38.756493+00,15750.0
audi,a3,73800.0,2009.0,1798.0,118.0,convertible,black,2018.0,auto,2.0,4.0,gasoline,2016-01-23 21:27:55.127662+00,2016-01-27 20:33:53.323053+00,15500.0
opel,astra,227000.0,1998.0,1598.0,55.0,compact,red,2016.0,man,4.0,5.0,gasoline,2016-01-23 21:27:57.400304+00,2016-01-27 20:33:59.292942+00,1450.0
opel,tigra,93500.0,2006.0,1364.0,66.0,convertible,black,2017.0,man,2.0,2.0,gasoline,2016-01-23 22:24:14.047971+00,2016-01-27 22:05:20.06801+00,4650.0
opel,meriva,79500.0,2004.0,1598.0,74.0,van,grey,2017.0,man,4.0,5.0,gasoline,2016-01-23 22:24:14.073768+00,2016-07-03 18:47:03.202871+00,3450.0
kia,rio,129200.0,2007.0,1399.0,71.0,compact,red,2016.0,man,4.0,5.0,gasoline,2016-01-23 22:24:14.090613+00,2016-01-27 22:05:20.32065+00,3650.0
mazda,3,145804.0,2005.0,1598.0,77.0,compact,beige,2016.0,man,4.0,5.0,gasoline,2016-01-23 22:24:23.647379+00,2016-01-27 22:08:18.664863+00,4250.0
audi,s3,171000.0,2009.0,1984.0,195.0,compact,black,2017.0,man,2.0,5.0,gasoline,2016-01-23 22:24:24.075953+00,2016-01-27 22:08:19.829351+00,19000.0
fiat,punto,58200.0,2011.0,1248.0,62.0,van,blue,2016.0,man,2.0,5.0,diesel,2016-01-23 22:58:47.777862+00,2016-02-10 21:18:23.563835+00,7500.0
honda,civic,192900.0,1998.0,1590.0,77.0,coupe,red,2016.0,man,2.0,5.0,gasoline,2016-01-23 22:58:54.178031+00,2016-02-10 21:18:33.981413+00,1100.0
citroen,c1,179300.0,2008.0,998.0,50.0,compact,white,2016.0,man,4.0,4.0,gasoline,2016-01-23 22:58:55.670776+00,2016-02-10 21:18:36.210505+00,3950.0
smart,fortwo,57600.0,2009.0,999.0,52.0,convertible,black,2017.0,auto,2.0,2.0,gasoline,2016-01-23 22:58:59.511808+00,2016-02-10 21:18:45.497854+00,5900.0
toyota,auris,178000.0,2007.0,2231.0,130.0,compact,black,2016.0,man,4.0,5.0,diesel,2016-01-23 22:58:59.65724+00,2016-02-10 21:18:46.560691+00,8500.0
opel,corsa,134907.0,1999.0,1199.0,48.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-24 02:13:05.84324+00,2016-07-03 17:01:19.440996+00,1990.0
honda,stream,129000.0,2002.0,1998.0,115.0,van,white,2016.0,auto,4.0,6.0,gasoline,2016-01-24 02:13:11.375119+00,2016-07-03 18:43:05.613059+00,2950.0
nissan,micra,140000.0,2003.0,1240.0,48.0,compact,red,2018.0,man,2.0,5.0,gasoline,2016-01-24 02:16:13.701843+00,2016-02-10 21:44:34.513355+00,2200.0
ford,ka,273000.0,2009.0,1242.0,51.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-24 08:40:00.143426+00,2016-07-03 18:47:53.035155+00,2899.0
porsche,cayman,77300.0,2006.0,3386.0,217.0,coupe,grey,2017.0,man,2.0,2.0,gasoline,2016-01-24 08:40:00.725738+00,2016-02-10 22:48:08.947824+00,26500.0
ford,s-max,210000.0,2006.0,1999.0,107.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-24 08:40:00.9387+00,2016-02-10 22:48:09.30575+00,6500.0
citroen,c1,66153.0,2009.0,998.0,50.0,compact,red,2016.0,man,4.0,4.0,gasoline,2016-01-24 09:00:24.083462+00,2016-07-03 18:44:25.780625+00,3990.0
mitsubishi,space,164539.0,2000.0,1834.0,90.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-24 09:00:34.271604+00,2016-07-03 17:01:59.913525+00,790.0
lexus,is-250,112947.0,2009.0,2500.0,153.0,convertible,black,2016.0,auto,2.0,4.0,gasoline,2016-01-24 09:00:36.907273+00,2016-07-03 17:01:54.421224+00,19490.0
audi,coupe,201923.0,2000.0,1781.0,132.0,coupe,orange,2017.0,man,2.0,4.0,gasoline,2016-01-24 09:16:15.634574+00,2016-02-10 22:52:16.329082+00,6999.0
seat,ibiza,14000.0,2014.0,1199.0,55.0,compact,green,2017.0,man,4.0,5.0,diesel,2016-01-24 09:37:07.599417+00,2016-07-03 18:43:34.426411+00,10499.0
opel,agila,96400.0,2005.0,998.0,44.0,compact,red,2016.0,man,4.0,4.0,gasoline,2016-01-24 09:37:09.038684+00,2016-07-03 18:43:34.26406+00,2599.0
citroen,c4,137000.0,2005.0,1560.0,81.0,coupe,black,2018.0,man,3.0,5.0,diesel,2016-01-24 09:37:15.081089+00,2016-02-10 22:56:29.993182+00,4400.0
audi,a5,165150.0,2009.0,2698.0,140.0,coupe,black,2018.0,auto,2.0,4.0,diesel,2016-01-24 09:37:23.138594+00,2016-02-10 22:56:53.436089+00,19999.0
fiat,panda,118975.0,2006.0,1242.0,44.0,compact,blue,2016.0,man,4.0,4.0,gasoline,2016-01-24 09:37:28.703736+00,2016-07-03 18:43:18.120757+00,2950.0
mazda,6,141000.0,2002.0,1798.0,88.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-24 09:38:00.702456+00,2016-07-03 18:43:28.253809+00,3350.0
suzuki,alto,15400.0,2013.0,996.0,50.0,compact,white,2017.0,man,4.0,4.0,gasoline,2016-01-24 09:38:02.612778+00,2016-07-03 17:01:42.611705+00,5850.0
seat,ibiza,45000.0,2011.0,1390.0,63.0,compact,black,2018.0,man,4.0,5.0,gasoline,2016-01-24 10:10:03.927593+00,2016-07-03 16:55:34.16764+00,8350.0
ford,fiesta,59435.0,2011.0,1242.0,44.0,compact,white,2017.0,man,2.0,5.0,gasoline,2016-01-24 11:10:54.572162+00,2016-02-10 23:12:34.709433+00,7999.0
mazda,2,145000.0,1999.0,2499.0,80.0,transporter,silver,2016.0,man,4.0,5.0,diesel,2016-01-24 11:21:41.815373+00,2016-07-03 18:39:59.812437+00,2800.0
opel,astra,71000.0,2005.0,1598.0,85.0,van,grey,2018.0,man,4.0,5.0,gasoline,2016-01-24 13:06:46.445975+00,2016-07-03 18:50:42.889293+00,5000.0
audi,q7,144237.0,2009.0,2967.0,155.0,compact,black,2017.0,auto,5.0,7.0,diesel,2016-01-24 13:06:47.624641+00,2016-07-03 18:50:41.744236+00,12999.0
opel,corsa,81247.0,2010.0,1248.0,70.0,van,brown,2016.0,man,2.0,5.0,diesel,2016-01-24 13:06:50.082623+00,2016-07-03 18:50:42.21632+00,6350.0
mazda,3,180207.0,2006.0,1598.0,77.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-24 13:06:50.951579+00,2016-07-03 18:50:42.80723+00,4000.0
suzuki,alto,200095.0,2000.0,993.0,40.0,compact,yellow,2016.0,man,2.0,5.0,gasoline,2016-01-24 13:06:51.859268+00,2016-02-10 23:46:10.434443+00,800.0
fiat,seicento,146052.0,2000.0,1108.0,40.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-24 13:06:51.979915+00,2016-07-03 18:50:43.263884+00,600.0
opel,astra,29800.0,2008.0,1796.0,103.0,convertible,black,2017.0,man,2.0,4.0,gasoline,2016-01-24 13:06:54.54338+00,2016-02-10 23:46:27.564049+00,11000.0
smart,fortwo,43000.0,2011.0,999.0,52.0,coupe,white,2016.0,auto,2.0,2.0,gasoline,2016-01-24 13:06:55.343206+00,2016-02-10 23:46:30.485198+00,5690.0
nissan,micra,154210.0,2004.0,1240.0,59.0,compact,blue,2018.0,man,2.0,5.0,gasoline,2016-01-24 13:06:55.986178+00,2016-02-10 23:46:33.8488+00,2200.0
seat,leon,45950.0,2014.0,1968.0,110.0,coupe,white,2016.0,auto,2.0,5.0,diesel,2016-01-24 13:06:56.879645+00,2016-07-03 17:06:46.358982+00,17200.0
ford,transit,119160.0,2008.0,2198.0,63.0,transporter,white,2018.0,man,4.0,2.0,diesel,2016-01-24 13:06:58.814535+00,2016-07-03 18:50:43.867543+00,5450.0
chevrolet,spark,81600.0,2011.0,995.0,48.0,compact,white,2016.0,man,4.0,5.0,gasoline,2016-01-24 13:07:38.677939+00,2016-02-10 23:47:58.219389+00,6950.0
seat,alhambra,215000.0,2002.0,1896.0,85.0,van,blue,2016.0,man,5.0,5.0,diesel,2016-01-24 13:07:41.897391+00,2016-07-03 18:50:45.145999+00,3999.0
opel,corsa,77321.0,2008.0,1364.0,66.0,compact,blue,2016.0,auto,2.0,5.0,gasoline,2016-01-24 13:07:43.378929+00,2016-02-10 23:48:02.940119+00,6250.0
opel,astra,97000.0,2005.0,1796.0,92.0,coupe,black,2017.0,man,2.0,5.0,gasoline,2016-01-24 13:07:45.189157+00,2016-07-03 18:50:45.370733+00,4000.0
fiat,punto,83744.0,2003.0,1242.0,44.0,compact,black,2016.0,man,2.0,5.0,gasoline,2016-01-24 13:07:47.624906+00,2016-07-03 17:06:47.08767+00,2500.0
ford,cougar,91000.0,1999.0,1988.0,96.0,coupe,silver,2017.0,man,3.0,4.0,gasoline,2016-01-24 13:07:47.659336+00,2016-07-03 17:06:47.093561+00,2450.0
mazda,2,145000.0,1999.0,2499.0,80.0,transporter,silver,2016.0,man,4.0,5.0,diesel,2016-01-24 13:07:48.697117+00,2016-07-03 17:06:47.133702+00,2800.0
audi,a3,264000.0,1998.0,1781.0,110.0,compact,green,2017.0,man,2.0,5.0,gasoline,2016-01-24 13:07:48.899801+00,2016-02-10 23:48:11.698766+00,1200.0
porsche,911,28900.0,2010.0,3800.0,283.0,coupe,black,2017.0,auto,2.0,4.0,gasoline,2016-01-24 13:07:48.920799+00,2016-02-10 23:48:11.916983+00,61490.0
opel,astra,217000.0,2004.0,1598.0,77.0,compact,grey,2016.0,man,4.0,5.0,gasoline,2016-01-24 13:07:54.142927+00,2016-02-10 23:48:15.111003+00,3750.0
citroen,c1,64500.0,2007.0,998.0,50.0,compact,red,2016.0,man,5.0,4.0,gasoline,2016-01-24 13:07:55.753997+00,2016-02-10 23:48:18.503639+00,4250.0
smart,fortwo,27000.0,2013.0,999.0,62.0,coupe,white,2016.0,auto,2.0,2.0,gasoline,2016-01-24 13:07:58.47871+00,2016-02-10 23:48:22.534347+00,9450.0
porsche,911,69800.0,1994.0,3600.0,200.0,coupe,red,2016.0,man,2.0,4.0,gasoline,2016-01-24 13:07:59.525908+00,2016-02-10 23:48:23.606163+00,79993.0
ford,transit,148000.0,1992.0,2496.0,59.0,transporter,white,2016.0,man,2.0,2.0,diesel,2016-01-24 13:08:00.838795+00,2016-02-10 23:48:26.496631+00,1700.0
ford,fiesta,48500.0,2008.0,1299.0,51.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-24 14:07:37.221698+00,2016-02-10 23:55:32.764077+00,4200.0
honda,civic,200500.0,2004.0,1590.0,81.0,compact,red,2016.0,man,2.0,5.0,gasoline,2016-01-24 14:07:38.20824+00,2016-07-03 16:57:59.743891+00,3500.0
ford,ka,41545.0,2009.0,1242.0,51.0,van,blue,2018.0,man,2.0,4.0,gasoline,2016-01-24 14:07:40.018907+00,2016-07-03 16:58:00.234912+00,5250.0
audi,coupe,175000.0,1999.0,1781.0,132.0,coupe,silver,2017.0,man,2.0,4.0,gasoline,2016-01-24 14:40:19.773983+00,2016-02-10 23:58:06.321603+00,6500.0
fiat,500,53000.0,2009.0,1242.0,51.0,compact,grey,2016.0,man,2.0,4.0,gasoline,2016-01-24 14:40:20.483776+00,2016-02-10 23:58:06.549207+00,8750.0
chevrolet,camaro,95000.0,2010.0,3564.0,227.0,coupe,grey,2017.0,man,2.0,4.0,gasoline,2016-01-24 14:40:22.401589+00,2016-07-03 18:48:34.61318+00,19900.0
fiat,punto,156628.0,2006.0,1242.0,48.0,van,blue,2017.0,man,2.0,4.0,gasoline,2016-01-24 14:40:22.668081+00,2016-07-03 18:48:34.626105+00,3300.0
audi,a4,209000.0,2003.0,1781.0,120.0,convertible,black,2016.0,man,2.0,4.0,gasoline,2016-01-24 15:17:15.741531+00,2016-07-03 16:57:52.89157+00,7000.0
opel,zafira,230000.0,2002.0,1995.0,74.0,transporter,black,2017.0,man,5.0,7.0,diesel,2016-01-24 15:23:32.143641+00,2016-02-11 00:08:47.676896+00,1400.0
kia,sportage,141800.0,2013.0,1591.0,99.0,van,black,2017.0,man,4.0,5.0,gasoline,2016-01-24 15:25:45.235371+00,2016-07-03 17:01:33.894301+00,17500.0
fiat,punto,152000.0,2003.0,1242.0,44.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-24 15:28:09.564776+00,2016-07-03 16:57:53.05911+00,2150.0
mazda,5,163000.0,2005.0,1798.0,85.0,van,grey,2016.0,man,4.0,7.0,gasoline,2016-01-24 15:28:10.362869+00,2016-07-03 18:39:30.954687+00,5500.0
opel,corsa,3103.0,2001.0,1199.0,55.0,compact,green,2016.0,man,4.0,5.0,gasoline,2016-01-24 15:28:12.072249+00,2016-02-11 00:08:59.076573+00,1695.0
ford,transit,143205.0,2007.0,2198.0,96.0,other,white,2017.0,man,4.0,6.0,diesel,2016-01-24 15:28:20.003475+00,2016-07-03 18:39:31.084257+00,6650.0
volvo,c70,215914.0,2000.0,1984.0,120.0,convertible,green,2016.0,man,2.0,4.0,gasoline,2016-01-24 15:28:20.538422+00,2016-07-03 18:39:31.1209+00,2150.0
bmw,z3,142000.0,1998.0,1796.0,85.0,convertible,silver,2017.0,man,2.0,2.0,gasoline,2016-01-24 15:28:20.646514+00,2016-07-03 18:39:31.16141+00,3650.0
bmw,z4,99500.0,2007.0,2497.0,130.0,convertible,silver,2016.0,man,2.0,2.0,gasoline,2016-01-24 15:35:50.577642+00,2016-07-03 18:39:31.337782+00,12600.0
suzuki,alto,31250.0,2009.0,996.0,50.0,compact,grey,2017.0,man,4.0,4.0,gasoline,2016-01-24 15:50:32.903013+00,2016-02-11 00:17:31.250679+00,5000.0
bmw,z4,158000.0,2005.0,2171.0,125.0,convertible,grey,2018.0,man,2.0,2.0,gasoline,2016-01-24 15:50:33.886494+00,2016-02-11 00:17:34.066716+00,9200.0
ford,mustang,77000.0,2007.0,4601.0,294.0,coupe,black,2017.0,man,3.0,4.0,gasoline,2016-01-24 15:50:36.277329+00,2016-02-11 00:17:53.093221+00,29000.0
smart,fortwo,33500.0,2012.0,799.0,40.0,coupe,black,2018.0,auto,2.0,2.0,diesel,2016-01-24 15:51:23.525575+00,2016-02-11 00:19:16.262891+00,7800.0
seat,ibiza,200000.0,2005.0,1198.0,47.0,compact,silver,2016.0,man,4.0,5.0,gasoline,2016-01-24 17:03:20.11722+00,2016-02-11 00:26:54.384232+00,2400.0
toyota,aygo,119500.0,2010.0,998.0,50.0,compact,grey,2017.0,man,4.0,4.0,gasoline,2016-01-24 17:03:23.070165+00,2016-02-11 00:26:57.56813+00,4250.0
citroen,c1,33000.0,2009.0,998.0,50.0,compact,white,2016.0,man,2.0,4.0,gasoline,2016-01-24 18:02:16.451982+00,2016-02-11 00:41:03.072982+00,3900.0
opel,combo,110000.0,2001.0,1598.0,64.0,transporter,red,2018.0,man,4.0,2.0,gasoline,2016-01-24 18:02:19.420504+00,2016-07-03 17:00:49.348266+00,2300.0
mercedes-benz,vito,185000.0,2003.0,2148.0,80.0,transporter,green,2016.0,man,4.0,2.0,diesel,2016-01-24 18:02:21.890683+00,2016-02-11 00:37:13.779218+00,4500.0
audi,a5,99980.0,2010.0,1984.0,132.0,coupe,grey,2017.0,man,5.0,4.0,gasoline,2016-01-24 18:02:31.766445+00,2016-02-11 00:37:56.037006+00,18999.0
fiat,ulysse,258000.0,2005.0,1997.0,80.0,transporter,white,2016.0,man,5.0,7.0,diesel,2016-01-24 18:02:33.354295+00,2016-07-03 18:42:08.893456+00,1200.0
mini,cooper-s,122000.0,2008.0,1598.0,128.0,coupe,white,2017.0,man,2.0,4.0,gasoline,2016-01-24 19:16:05.63506+00,2016-07-03 16:56:07.657008+00,8990.0
smart,fortwo,104000.0,2002.0,799.0,30.0,compact,white,2017.0,auto,2.0,2.0,diesel,2016-01-24 19:16:05.710771+00,2016-07-03 16:56:08.038447+00,2300.0
skoda,roomster,108067.0,2010.0,1422.0,59.0,van,black,2017.0,man,4.0,5.0,diesel,2016-01-24 19:16:06.176366+00,2016-07-03 16:57:22.755861+00,5500.0
citroen,berlingo,115000.0,2010.0,1560.0,66.0,van,black,2016.0,man,5.0,5.0,diesel,2016-01-24 19:16:07.638612+00,2016-02-11 00:58:28.375097+00,8000.0
audi,a2,156142.0,2001.0,1390.0,55.0,compact,grey,2016.0,man,4.0,4.0,gasoline,2016-01-24 20:19:22.700367+00,2016-02-11 01:09:32.133483+00,4250.0
seat,ibiza,190553.0,2000.0,1598.0,55.0,compact,green,2016.0,man,2.0,5.0,gasoline,2016-01-24 20:19:24.64951+00,2016-07-03 18:39:45.943302+00,600.0
hyundai,coupe,108500.0,2002.0,1975.0,102.0,coupe,silver,2016.0,man,2.0,4.0,gasoline,2016-01-24 20:19:26.370364+00,2016-07-03 18:39:00.085576+00,3100.0
opel,vivaro,215050.0,2005.0,2463.0,99.0,van,silver,2017.0,man,4.0,2.0,diesel,2016-01-24 20:19:28.406623+00,2016-07-03 16:55:19.104266+00,4980.0
chevrolet,silverado,141400.0,1995.0,6463.0,136.0,other,red,2018.0,auto,3.0,5.0,diesel,2016-01-24 20:19:32.093046+00,2016-02-11 01:10:31.188077+00,11000.0
audi,tt,130000.0,2007.0,1984.0,147.0,convertible,grey,2017.0,man,2.0,2.0,gasoline,2016-01-24 20:19:33.573185+00,2016-02-11 01:10:44.128494+00,13999.0
seat,ibiza,89378.0,2006.0,1390.0,63.0,compact,black,2017.0,man,4.0,5.0,gasoline,2016-01-24 20:19:37.991052+00,2016-02-11 01:11:07.095852+00,5650.0
ford,galaxy,198000.0,2004.0,1896.0,96.0,van,black,2016.0,man,5.0,5.0,diesel,2016-01-24 20:19:40.700105+00,2016-02-11 01:11:21.114831+00,4480.0
ford,fiesta,134000.0,1998.0,1242.0,55.0,compact,red,2016.0,man,4.0,5.0,gasoline,2016-01-24 20:19:41.200211+00,2016-07-03 16:55:35.534866+00,900.0
hyundai,coupe,99000.0,2003.0,1975.0,100.0,coupe,blue,2016.0,man,2.0,4.0,gasoline,2016-01-24 20:19:41.923+00,2016-07-03 18:39:06.156341+00,1750.0
bmw,m4,5000.0,2015.0,2979.0,317.0,coupe,white,2018.0,auto,2.0,5.0,gasoline,2016-01-24 20:19:48.681894+00,2016-02-11 01:12:03.097327+00,78000.0
volvo,c70,150000.0,2007.0,2400.0,120.0,convertible,silver,2017.0,auto,2.0,4.0,diesel,2016-01-24 20:19:54.944061+00,2016-07-03 18:39:07.135693+00,8000.0
citroen,jumpy,123100.0,2003.0,1868.0,51.0,van,white,2017.0,man,4.0,3.0,diesel,2016-01-24 20:19:58.496247+00,2016-07-03 16:55:39.953612+00,2380.0
citroen,c1,49000.0,2013.0,998.0,50.0,compact,black,2017.0,man,4.0,4.0,gasoline,2016-01-24 20:20:00.910861+00,2016-02-11 01:12:40.558174+00,6900.0
suzuki,alto,181500.0,2000.0,993.0,40.0,compact,green,2016.0,man,2.0,5.0,gasoline,2016-01-24 21:38:42.959566+00,2016-02-11 01:25:47.653143+00,875.0
seat,leon,280000.0,2006.0,1896.0,50.0,compact,black,2016.0,man,2.0,5.0,diesel,2016-01-24 21:38:43.659581+00,2016-02-11 01:25:48.506432+00,3000.0
nissan,note,89000.0,2012.0,1461.0,66.0,van,red,2017.0,man,5.0,5.0,diesel,2016-01-24 21:38:45.887886+00,2016-07-03 18:50:31.907391+00,8480.0
honda,civic,185000.0,1997.0,1396.0,55.0,compact,silver,2016.0,man,2.0,5.0,gasoline,2016-01-24 21:39:30.483869+00,2016-02-11 01:28:04.74827+00,799.0
smart,fortwo,90000.0,2009.0,999.0,52.0,coupe,black,2016.0,man,2.0,2.0,gasoline,2016-01-24 21:39:33.863554+00,2016-07-03 18:49:34.815178+00,3990.0
opel,meriva,149000.0,2003.0,1598.0,74.0,van,grey,2016.0,man,4.0,5.0,gasoline,2016-01-24 21:39:34.980455+00,2016-07-03 18:50:33.822267+00,2500.0
audi,a3,330000.0,2001.0,1896.0,74.0,compact,blue,2016.0,man,2.0,5.0,diesel,2016-01-24 21:39:35.65762+00,2016-07-03 18:50:33.957924+00,2200.0
ford,ka,87000.0,2010.0,1242.0,51.0,van,white,2017.0,man,2.0,4.0,gasoline,2016-01-24 21:39:40.386091+00,2016-07-03 17:06:16.134334+00,6200.0
audi,coupe,139000.0,2007.0,1984.0,147.0,coupe,white,2016.0,auto,2.0,4.0,gasoline,2016-01-24 21:39:43.468434+00,2016-07-03 18:50:34.289324+00,14000.0
audi,tt,85000.0,2007.0,1984.0,147.0,convertible,bronze,2016.0,man,2.0,2.0,gasoline,2016-01-24 21:39:45.718446+00,2016-02-11 01:28:29.837261+00,15900.0
hyundai,i10,84432.0,2011.0,1086.0,51.0,van,blue,2017.0,man,5.0,5.0,gasoline,2016-01-24 21:39:52.467912+00,2016-02-11 01:28:39.469305+00,5650.0
porsche,911,123000.0,2002.0,3596.0,235.0,coupe,silver,2016.0,man,2.0,4.0,gasoline,2016-01-24 21:39:57.059532+00,2016-07-03 18:50:21.278034+00,32000.0
ford,fiesta,50000.0,2011.0,1242.0,60.0,compact,blue,2016.0,man,2.0,5.0,gasoline,2016-01-24 21:39:59.494286+00,2016-07-03 18:50:34.596955+00,6990.0
opel,zafira,138110.0,2007.0,1998.0,147.0,van,red,2016.0,man,4.0,7.0,gasoline,2016-01-24 21:39:59.799576+00,2016-07-03 17:06:17.081118+00,7950.0
opel,corsa,74000.0,2002.0,1199.0,55.0,compact,silver,2016.0,man,2.0,5.0,gasoline,2016-01-24 21:40:01.214618+00,2016-07-03 17:06:41.130541+00,2500.0
